,question,num_texte
505,"Quelle option est évoquée lorsqu’un tiers conduit le véhicule et commet une infraction, aboutissant à une amende adressée au propriétaire initial ?",46
1212,Que se passe-t-il si le montant des amortissements comptabilisés dépasse la limite déductible en régime réel ?,94
1340,Que devez-vous faire si vous ne recevez pas de formulaire pré-rempli pour la TSBCS ?,104
1110,Quel pourcentage de déduction spécifique est applicable pour un logement en location dans le secteur intermédiaire sous le dispositif Borloo ancien ?,90
71,À partir de quel moment une personne peut-elle être comptée à la charge du foyer fiscal dès lors qu'elle a entrepris les démarches pour obtenir sa carte d'invalidité ou sa CMI-invalidité ?,6
1050,Quel taux de prélèvement forfaitaire libératoire s'applique sur les produits des bons ou contrats d'assurance-vie en cas de rachat lorsque la durée du contrat est inférieure à 4 ans ?,86
835,Quelle démarche fiscale doit être effectuée en ligne après l'achèvement d'une construction nouvelle ?,75
1181,"Les loueurs en meublé sont soumis à quelle cotisation, en complément de l'impôt sur le revenu ?",93
149,"Quels documents permettent, en principe, de connaître le montant exact des dividendes ou intérêts à déclarer ?",14
1282,Qui verse la prime forfaitaire qui remplace le crédit d'impôt transition énergétique ?,99
1156,Sur quelle ligne du formulaire 2044 doit être reporté le montant des revenus bruts issus des parts de SCI ?,92
570,"Pour un parent qui reçoit une pension alimentaire destinée à l’entretien des enfants mineurs dont il a la garde, comment cette somme doit-elle être déclarée ?",54
954,Quelle est la date de mise à jour indiquée pour le texte relatif au don manuel ?,82
960,Comment se cumulent l'exonération des dons familiaux et les abattements personnels en cas de don de sommes d'argent ?,83
458,"En cas d’augmentation du montant de l’impôt, quelle est la conséquence immédiate pour les mensualités déjà prélevées ?",41
1166,Quelle activité de location est obligatoirement soumise à TVA selon les règles de droit commun ?,92
336,"Quels revenus sont ciblés par l’acompte de prélèvement à la source pour l’impôt, lorsqu’ils ne sont pas soumis à une retenue directe par un tiers payeur ?",33
760,"Pour les personnes âgées de plus de 75 ans souhaitant bénéficier de l’exonération spéciale, quelle condition relative aux ressources doit être respectée ?",70
7,Quelle est la période de dépôt pour la déclaration de revenus si vous la déposez en ligne ?,0
1184,Quel seuil de chiffre d'affaires ou de recettes permet de bénéficier automatiquement de l'exonération de CFE dès le 1er janvier 2019 ?,93
514,Quel ensemble d’impôts est spécifiquement visé par la possibilité d’obtenir un délai de paiement dans des circonstances exceptionnelles ?,47
503,"Lorsqu’un véhicule désigné dans l’avis de contravention ne se trouve plus en possession du propriétaire initial pour cause de cession, quelle situation est décrite ?",46
313,Quel est l’objectif principal poursuivi par la déclaration commune pour les praticiens et auxiliaires médicaux conventionnés ?,30
1146,Quel formulaire doit être déposé par une SCI qui donne en location meublée ?,92
577,"Lorsque la pension est majorée de 25 % pour le calcul de la déduction chez le parent qui la verse, quel est l’impact sur la taxation de celle-ci chez le parent qui la reçoit ?",54
182,Quelles charges afférentes à la conservation d’un immeuble classé monument historique peuvent être déduites du revenu global ?,17
1376,Que se passe-t-il si votre réclamation fiscale est acceptée par l'administration ?,107
339,"Lorsque le contribuable modifie le montant de ses acomptes en cours d’année, qu’adviendra-t-il du calcul de ses acomptes lors de la prochaine déclaration de revenus ?",33
651,À partir de quelle date les indemnités de départ en retraite et en préretraite sont-elles versées nettes de retenue à la source ?,62
1012,Quel est le délai de paiement des droits de donation en principe lors du dépôt de la déclaration ?,84
1246,Comment est imposée une SCI qui exerce une activité industrielle et commerciale de location meublée ?,96
1062,Quels éléments peuvent être ajoutés au prix d'acquisition pour le calcul de la plus-value lors d'une cession de titres ?,87
594,"Au titre de la déclaration postérieure au décès, que devient la demi-part supplémentaire liée à l’invalidité du conjoint décédé ?",56
1312,Que permet d'inférer une comparaison entre la base d'imposition de la ligne « base » de votre avis et celle de l'année précédente ?,101
1316,Que devez-vous faire si vous avez adressé une déclaration n°6660-REV comportant des informations erronées ?,102
209,Quel montant de CSG est susceptible d’être déduit du revenu global d’un contribuable imposé au barème progressif ?,20
1266,Que désigne le terme 'changement de consistance' dans le cadre des déclarations obligatoires ?,98
461,"En cas de prélèvements mensuels surestimés par rapport au montant final de l’impôt, comment est géré le trop-perçu ?",41
36,"Lorsque l’on renseigne un changement de situation sur le service en ligne spécifique, faut-il quand même déposer une déclaration de revenus l’année suivante ?",3
737,"Pour les propriétés bâties, à quelle date se réfère le marché locatif pour le calcul de la valeur locative cadastrale ?",68
409,Sur quel site est-il possible de retrouver le calendrier des différentes échéances fiscales pour un contribuable non mensualisé ?,40
82,Dans quel cas précis les pourboires remis directement aux salariés sont exonérés d’impôt sur le revenu ?,7
916,Quel est le régime d'imposition applicable lorsqu'un résident français cède un immeuble situé à l'étranger en l'absence d'une convention fiscale ?,81
353,Quel type de montant peut déclencher l'envoi d'un avis de rejet de prélèvement ?,35
905,À quels types d'immeubles s'applique la taxe sur les plus-values immobilières élevées ?,80
573,Comment est traitée la pension alimentaire fixée par une décision de justice définitive avant le 1er janvier 2006 au moment de la déduction par le parent qui la verse ?,54
1193,Quel abattement forfaitaire est automatiquement appliqué pour une location meublée classique sous le régime micro ?,94
1382,Dans quelles situations des délais spéciaux peuvent-ils être prévus pour déposer une réclamation ?,108
146,Comment un contribuable doit-il rectifier un montant de dividende inexact pré-rempli sur sa déclaration de revenus papier ?,14
1145,Comment se réalise l'imputation de la réduction d'impôt si la fraction de celle-ci dépasse l'impôt dû par le contribuable au titre d'une année ?,91
1231,Les règles de TVA sont-elles différentes entre les loueurs en meublé non professionnels (LMNP) et les loueurs en meublé professionnels ?,95
722,Quels revenus sont soumis à une retenue à la source spécifique aux non-résidents selon les articles 182 A à 182 B du CGI ?,67
1127,Le bénéfice de la réduction d'impôt du dispositif Convention Anah peut-il être cumulé avec d'autres avantages fiscaux en faveur de l'investissement locatif pour un même logement ?,90
802,"Dans le cas d'un contrat de prêt d'un montant unitaire inférieur ou égal à 760 €, mais dont le total annuel dépasse ce seuil, qui est habilité à effectuer la déclaration ?",73
427,Comment qualifier le tableau affiché dans l’espace particulier lorsqu’on est mensualisé ?,40
91,Quel est le calcul final pour déterminer le montant total de l’impôt lorsque vous appliquez le système du quotient à un revenu exceptionnel ?,8
1076,Que doit-on faire en cas de moins-value globale sur les cessions imposables réalisées par l'ensemble du foyer fiscal ?,87
1182,Dans quelles conditions une location meublée de l'habitation personnelle peut-elle bénéficier d'une exonération de la CFE ?,93
61,Quelles conditions particulières s'appliquent lors du rattachement d'un enfant majeur en cas de séparation des parents ?,5
226,Quelle est la durée minimale initiale d’engagement de location pour bénéficier du dispositif « Pinel » lorsqu’on choisit la période la plus courte ?,22
108,Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,10
780,Quel plafonnement peut être instauré pour la base de calcul de la TEOM sur les locaux à usage d'habitation ?,71
534,Dans quelles conditions peut-on maintenir des déclarations d’impôt séparées même après la première année de mariage ?,50
446,"Quel est le rôle principal de l’espace « Particulier » pour un contribuable, qu’il soit mensualisé ou non ?",40
988,Quel abattement est prévu pour un conjoint ou un partenaire de PACS lors d'une donation ?,84
306,Comment qualifie-t-on le nouveau régime qui regroupe la déclaration à l’impôt sur le revenu et les cotisations sociales personnelles pour les indépendants concernés ?,29
998,Quel taux s'applique sur la tranche de donation en ligne directe comprise entre 552 324 € et 902 838 € ?,84
213,Pourquoi les revenus du patrimoine soumis à un taux proportionnel ou à un prélèvement libératoire sont-ils exclus du droit à la déduction de la CSG ?,20
164,Qu’advient-il d’un déficit éventuel dans le cadre d’un régime réel pour une activité indépendante ?,15
858,Combien d'exemplaires doivent être envoyés lors de la demande de renseignements adressée au service de publicité foncière (SPF) ?,77
630,"Si le total de l’indemnité versée à l’occasion d’un licenciement excède le plafond de 263 952 € après application du calcul avantageux, comment est traitée la somme excédentaire ?",60
